estado,cidade,tarifa_energia,irradiação_mensal,tamanho_sistema_kWp,consumo_mensal_kWh,custo_total_R$,geracao_estimativa_kWh,economia_mensal_R$,tipo_telhado,classe_consumo,possui_incentivo,ano_instalacao,payback_meses
PE,Recife,0.87,5.3,8.9,351.7,44348.62,1132.1,305.98,inclinado,residencial,não,2020,144.9
GO,Catalão,0.86,5.1,8.1,321.0,36543.51,991.4,276.06,plano,residencial,não,2022,132.4
SP,São Paulo,0.85,4.5,9.9,546.2,45357.18,1069.2,464.27,plano,rural,sim,2022,97.7
CE,Sobral,0.89,5.5,2.4,497.5,11803.87,316.8,281.95,plano,residencial,sim,2019,41.9
GO,Catalão,0.86,5.1,2.1,784.2,9328.4,257.0,221.05,inclinado,residencial,sim,2023,42.2
RS,Caxias do Sul,0.95,4.3,4.8,351.2,22714.99,495.4,333.64,plano,rural,não,2019,68.1
GO,Goiânia,0.86,5.1,2.6,380.1,12099.4,318.2,273.69,inclinado,rural,não,2020,44.2
SP,Sorocaba,0.85,4.5,7.3,308.3,33829.38,788.4,262.06,inclinado,rural,sim,2022,129.1
MG,Betim,0.9,5.0,5.0,963.6,23689.13,600.0,540.0,inclinado,rural,não,2020,43.9
RJ,Rio de Janeiro,1.1,4.8,7.5,816.6,34167.53,864.0,898.26,plano,residencial,sim,2020,38.0
CE,Juazeiro do Norte,0.89,5.5,2.6,546.8,11785.25,343.2,305.45,inclinado,rural,sim,2022,38.6
RS,Pelotas,0.95,4.3,5.3,505.3,24083.73,547.0,480.03,plano,residencial,não,2020,50.2
DF,Planaltina,0.92,5.0,4.1,446.3,19363.5,492.0,410.6,inclinado,rural,sim,2022,47.2
SC,Joinville,0.83,4.4,8.3,539.4,35685.06,876.5,447.7,inclinado,rural,não,2020,79.7
SP,Sorocaba,0.85,4.5,6.7,729.3,31664.96,723.6,615.06,plano,rural,não,2019,51.5
BA,Vitória da Conquista,0.88,5.2,2.4,692.5,10657.69,299.5,263.58,inclinado,residencial,não,2022,40.4
RS,Santa Cruz do Sul,0.95,4.3,2.9,654.1,14118.24,299.3,284.32,plano,rural,sim,2021,49.7
DF,Planaltina,0.92,5.0,6.3,430.4,29122.7,756.0,395.97,plano,rural,sim,2020,73.5
RS,Novo Hamburgo,0.95,4.3,7.6,668.3,31930.25,784.3,634.88,plano,rural,sim,2023,50.3
SC,Blumenau,0.83,4.4,7.8,960.9,35321.37,823.7,683.65,inclinado,residencial,não,2019,51.7
RS,Novo Hamburgo,0.95,4.3,4.2,822.2,19910.27,433.4,411.77,plano,residencial,não,2021,48.4
DF,Taguatinga,0.92,5.0,7.7,392.2,34592.92,924.0,360.82,inclinado,rural,não,2020,95.9
RJ,Campos dos Goytacazes,1.1,4.8,9.0,842.8,43861.99,1036.8,927.08,inclinado,rural,não,2020,47.3
MG,Betim,0.9,5.0,5.8,344.0,25145.86,696.0,309.6,plano,rural,sim,2023,81.2
PE,Olinda,0.87,5.3,7.5,297.1,32926.57,954.0,258.48,plano,residencial,sim,2020,127.4
RJ,Niterói,1.1,4.8,3.4,457.6,14840.19,391.7,430.85,plano,rural,sim,2019,34.4
MG,Uberlândia,0.9,5.0,9.2,722.0,44902.25,1104.0,649.8,inclinado,residencial,sim,2023,69.1
RS,Porto Alegre,0.95,4.3,5.1,468.4,25208.01,526.3,444.98,inclinado,rural,não,2019,56.6
SP,São Paulo,0.85,4.5,9.3,424.3,42111.26,1004.4,360.65,inclinado,rural,sim,2021,116.8
PE,Jaboatão dos Guararapes,0.87,5.3,8.0,996.1,36784.47,1017.6,866.61,inclinado,residencial,não,2021,42.4
RJ,Petrópolis,1.1,4.8,9.2,384.2,41802.76,1059.8,422.62,inclinado,residencial,não,2023,98.9
PE,Caruaru,0.87,5.3,6.0,803.4,29283.16,763.2,663.98,plano,residencial,sim,2023,44.1
CE,Fortaleza,0.89,5.5,8.8,745.7,37344.28,1161.6,663.67,inclinado,rural,sim,2022,56.3
RS,Caxias do Sul,0.95,4.3,5.3,554.7,24299.08,547.0,519.61,plano,rural,não,2020,46.8
BA,Salvador,0.88,5.2,2.1,596.3,10379.39,262.1,230.63,inclinado,residencial,sim,2022,45.0
DF,Brasília,0.92,5.0,7.0,410.3,33343.09,840.0,377.48,inclinado,rural,sim,2020,88.3
MG,Montes Claros,0.9,5.0,9.4,623.9,43699.59,1128.0,561.51,plano,rural,sim,2023,77.8
PE,Olinda,0.87,5.3,6.1,787.4,29956.86,775.9,675.05,inclinado,rural,sim,2020,44.4
DF,Taguatinga,0.92,5.0,8.8,632.9,43647.83,1056.0,582.27,plano,residencial,não,2022,75.0
RJ,Campos dos Goytacazes,1.1,4.8,6.4,311.9,27661.39,737.3,343.09,plano,rural,sim,2020,80.6
BA,Juazeiro,0.88,5.2,5.9,392.9,26934.98,736.3,345.75,plano,rural,sim,2023,77.9
MG,Montes Claros,0.9,5.0,2.1,790.0,10164.52,252.0,226.8,plano,rural,não,2023,44.8
PE,Olinda,0.87,5.3,7.3,494.8,34797.56,928.6,430.48,inclinado,residencial,não,2023,80.8
RS,Santa Cruz do Sul,0.95,4.3,8.5,937.7,40591.61,877.2,833.34,inclinado,rural,não,2019,48.7
PE,Recife,0.87,5.3,7.1,933.8,33496.78,903.1,785.71,inclinado,residencial,não,2020,42.6
GO,Rio Verde,0.86,5.1,7.0,265.9,29536.56,856.8,228.67,plano,rural,sim,2020,129.2
MG,Belo Horizonte,0.9,5.0,5.2,964.4,25632.36,624.0,561.6,inclinado,rural,sim,2022,45.6
RS,Santa Cruz do Sul,0.95,4.3,4.2,411.7,20551.43,433.4,391.11,inclinado,residencial,não,2019,52.5
GO,Anápolis,0.86,5.1,2.9,868.4,13256.0,355.0,305.27,inclinado,rural,não,2023,43.4
MG,Juiz de Fora,0.9,5.0,3.8,560.1,16539.89,456.0,410.4,inclinado,residencial,sim,2021,40.3
BA,Juazeiro,0.88,5.2,3.4,681.3,15264.0,424.3,373.4,inclinado,residencial,sim,2023,40.9
GO,Aparecida de Goiânia,0.86,5.1,5.0,556.6,22372.55,612.0,478.68,plano,rural,sim,2023,46.7
DF,Samambaia,0.92,5.0,4.1,323.5,19754.21,492.0,297.62,plano,rural,não,2023,66.4
SP,Ribeirão Preto,0.85,4.5,3.2,580.0,14710.42,345.6,293.76,inclinado,rural,não,2023,50.1
RJ,Niterói,1.1,4.8,7.4,964.9,32983.17,852.5,937.73,inclinado,residencial,sim,2022,35.2
RS,Santa Maria,0.95,4.3,9.0,618.0,40261.31,928.8,587.1,inclinado,residencial,não,2019,68.6
SC,Florianópolis,0.83,4.4,2.2,354.9,9649.33,232.3,192.83,inclinado,residencial,não,2020,50.0
RJ,Rio de Janeiro,1.1,4.8,5.4,748.0,24570.21,622.1,684.29,plano,residencial,não,2023,35.9
BA,Ilhéus,0.88,5.2,9.9,761.1,49219.2,1235.5,669.77,inclinado,rural,não,2019,73.5
GO,Goiânia,0.86,5.1,2.1,975.3,8862.44,257.0,221.05,inclinado,residencial,não,2020,40.1
RJ,Niterói,1.1,4.8,7.9,953.6,37462.68,910.1,1001.09,plano,rural,não,2023,37.4
CE,Juazeiro do Norte,0.89,5.5,4.3,496.2,21121.85,567.6,441.62,plano,residencial,não,2019,47.8
RJ,Nova Friburgo,1.1,4.8,6.6,626.9,28515.45,760.3,689.59,inclinado,residencial,sim,2022,41.4
MG,Juiz de Fora,0.9,5.0,8.3,929.6,35854.91,996.0,836.64,plano,residencial,sim,2023,42.9
RJ,Petrópolis,1.1,4.8,4.0,395.7,19977.12,460.8,435.27,plano,residencial,não,2020,45.9
MG,Contagem,0.9,5.0,6.3,710.3,29252.8,756.0,639.27,inclinado,rural,não,2021,45.8
GO,Rio Verde,0.86,5.1,8.0,907.5,36735.13,979.2,780.45,plano,residencial,sim,2023,47.1
RS,Pelotas,0.95,4.3,3.2,522.9,15499.7,330.2,313.73,inclinado,residencial,sim,2019,49.4
DF,Brasília,0.92,5.0,4.3,679.8,18232.01,516.0,474.72,inclinado,rural,não,2023,38.4
GO,Goiânia,0.86,5.1,7.6,557.1,32701.02,930.2,479.11,plano,rural,não,2023,68.3
GO,Anápolis,0.86,5.1,3.4,367.1,15720.98,416.2,315.71,plano,residencial,não,2023,49.8
MG,Belo Horizonte,0.9,5.0,6.8,798.7,32271.29,816.0,718.83,inclinado,residencial,sim,2020,44.9
RJ,Petrópolis,1.1,4.8,5.8,972.5,25235.9,668.2,734.98,plano,rural,sim,2021,34.3
RJ,Petrópolis,1.1,4.8,6.3,632.6,30361.16,725.8,695.86,plano,residencial,não,2020,43.6
RJ,Petrópolis,1.1,4.8,5.9,662.8,29138.22,679.7,729.08,plano,rural,não,2021,40.0
GO,Catalão,0.86,5.1,3.5,412.8,15684.35,428.4,355.01,plano,rural,não,2022,44.2
SC,Blumenau,0.83,4.4,9.5,813.5,46531.18,1003.2,675.2,inclinado,residencial,sim,2019,68.9
RS,Caxias do Sul,0.95,4.3,2.6,673.9,11660.32,268.3,254.9,plano,rural,sim,2020,45.7
BA,Ilhéus,0.88,5.2,5.6,322.4,26041.37,698.9,283.71,inclinado,residencial,não,2021,91.8
RS,Santa Maria,0.95,4.3,6.8,358.3,32788.32,701.8,340.38,plano,residencial,sim,2023,96.3
MG,Belo Horizonte,0.9,5.0,7.8,796.0,36164.28,936.0,716.4,inclinado,rural,não,2020,50.5
DF,Planaltina,0.92,5.0,9.7,323.3,40856.68,1164.0,297.44,plano,residencial,não,2020,137.4
MG,Betim,0.9,5.0,3.9,574.8,18284.15,468.0,421.2,inclinado,residencial,sim,2022,43.4
CE,Juazeiro do Norte,0.89,5.5,7.8,941.0,38319.51,1029.6,837.49,inclinado,rural,sim,2022,45.8
RS,Novo Hamburgo,0.95,4.3,9.7,597.4,46542.25,1001.0,567.53,inclinado,residencial,não,2022,82.0
SP,São Paulo,0.85,4.5,4.3,418.7,20139.96,464.4,355.89,inclinado,residencial,não,2023,56.6
MG,Belo Horizonte,0.9,5.0,9.8,293.0,44325.6,1176.0,263.7,inclinado,rural,sim,2023,168.1
GO,Aparecida de Goiânia,0.86,5.1,7.2,572.0,34245.52,881.3,491.92,plano,residencial,não,2019,69.6
CE,Caucaia,0.89,5.5,8.7,810.6,42217.3,1148.4,721.43,inclinado,rural,não,2022,58.5
RS,Santa Cruz do Sul,0.95,4.3,3.6,915.0,16518.01,371.5,352.94,plano,rural,sim,2022,46.8
PE,Jaboatão dos Guararapes,0.87,5.3,9.8,317.2,42979.84,1246.6,275.96,inclinado,rural,sim,2023,155.7
PE,Recife,0.87,5.3,9.3,807.5,39671.17,1183.0,702.52,inclinado,rural,não,2019,56.5
BA,Juazeiro,0.88,5.2,9.5,581.6,41655.57,1185.6,511.81,plano,rural,não,2022,81.4
GO,Aparecida de Goiânia,0.86,5.1,4.3,932.1,18813.9,526.3,452.64,plano,residencial,não,2022,41.6
GO,Anápolis,0.86,5.1,8.8,475.8,37824.42,1077.1,409.19,inclinado,residencial,não,2021,92.4
MG,Montes Claros,0.9,5.0,3.1,824.0,14744.8,372.0,334.8,plano,rural,sim,2019,44.0
PE,Petrolina,0.87,5.3,3.2,797.8,15692.02,407.0,354.12,plano,residencial,não,2023,44.3
RJ,Niterói,1.1,4.8,4.2,754.9,20474.54,483.8,532.22,plano,residencial,sim,2023,38.5
SP,São José dos Campos,0.85,4.5,7.1,396.3,31433.8,766.8,336.86,plano,rural,sim,2019,93.3
RS,Caxias do Sul,0.95,4.3,2.8,515.8,13064.41,289.0,274.51,inclinado,rural,sim,2021,47.6
SC,Criciúma,0.83,4.4,8.3,916.0,36133.71,876.5,727.48,inclinado,residencial,sim,2019,49.7
RS,Santa Maria,0.95,4.3,7.9,938.4,34621.44,815.3,774.52,inclinado,rural,sim,2021,44.7
MG,Uberlândia,0.9,5.0,5.3,464.6,25050.69,636.0,418.14,plano,residencial,não,2023,59.9
BA,Camaçari,0.88,5.2,3.8,317.2,16600.07,474.2,279.14,plano,rural,não,2023,59.5
SP,São Paulo,0.85,4.5,6.2,335.4,26453.41,669.6,285.09,inclinado,residencial,não,2022,92.8
DF,Ceilândia,0.92,5.0,7.6,436.9,33299.11,912.0,401.95,inclinado,rural,sim,2021,82.8
RJ,Nova Friburgo,1.1,4.8,6.0,755.5,29583.19,691.2,760.32,inclinado,rural,não,2022,38.9
PE,Recife,0.87,5.3,7.8,882.7,38236.03,992.2,767.95,inclinado,residencial,não,2020,49.8
RJ,Rio de Janeiro,1.1,4.8,6.2,355.6,27555.55,714.2,391.16,plano,residencial,sim,2019,70.4
DF,Taguatinga,0.92,5.0,5.1,839.7,25152.92,612.0,563.04,plano,rural,não,2021,44.7
PE,Caruaru,0.87,5.3,2.3,888.1,10236.03,292.6,254.53,plano,residencial,não,2019,40.2
GO,Goiânia,0.86,5.1,5.6,996.0,26737.31,685.4,589.48,inclinado,residencial,não,2023,45.4
DF,Ceilândia,0.92,5.0,5.3,736.8,24278.03,636.0,585.12,inclinado,residencial,sim,2022,41.5
RJ,Rio de Janeiro,1.1,4.8,8.7,584.4,41367.74,1002.2,642.84,plano,residencial,não,2022,64.4
BA,Camaçari,0.88,5.2,6.9,989.8,33896.61,861.1,757.79,inclinado,residencial,não,2021,44.7
SP,São Paulo,0.85,4.5,9.8,650.6,47786.12,1058.4,553.01,plano,rural,não,2023,86.4
BA,Vitória da Conquista,0.88,5.2,5.1,994.4,22935.24,636.5,560.1,inclinado,residencial,sim,2023,40.9
SC,Joinville,0.83,4.4,7.2,437.7,30873.45,760.3,363.29,inclinado,rural,não,2020,85.0
BA,Ilhéus,0.88,5.2,2.4,445.7,10304.17,299.5,263.58,plano,rural,sim,2021,39.1
SP,Santos,0.85,4.5,9.5,704.7,41445.15,1026.0,599.0,inclinado,rural,sim,2022,69.2
SP,Sorocaba,0.85,4.5,5.3,322.1,24097.73,572.4,273.79,inclinado,rural,sim,2019,88.0
CE,Sobral,0.89,5.5,9.2,882.5,42985.47,1214.4,785.43,inclinado,residencial,não,2021,54.7
RS,Novo Hamburgo,0.95,4.3,3.7,777.0,18351.03,381.8,362.75,plano,residencial,não,2020,50.6
BA,Ilhéus,0.88,5.2,8.1,702.9,35274.8,1010.9,618.55,plano,residencial,sim,2021,57.0
DF,Planaltina,0.92,5.0,8.1,468.0,38602.81,972.0,430.56,inclinado,rural,sim,2021,89.7
BA,Camaçari,0.88,5.2,9.3,487.9,43589.64,1160.6,429.35,inclinado,rural,sim,2021,101.5
MG,Uberlândia,0.9,5.0,10.0,494.0,42728.19,1200.0,444.6,plano,rural,sim,2023,96.1
RS,Pelotas,0.95,4.3,5.1,545.8,21861.61,526.3,500.0,plano,residencial,não,2023,43.7
MG,Juiz de Fora,0.9,5.0,8.5,743.0,39183.12,1020.0,668.7,inclinado,rural,não,2020,58.6
MG,Betim,0.9,5.0,2.9,877.2,13688.56,348.0,313.2,inclinado,residencial,sim,2020,43.7
SC,Blumenau,0.83,4.4,7.1,622.6,32741.91,749.8,516.76,plano,rural,sim,2023,63.4
DF,Ceilândia,0.92,5.0,3.0,993.5,14822.77,360.0,331.2,inclinado,rural,sim,2021,44.8
SP,São Paulo,0.85,4.5,5.6,420.0,25855.48,604.8,357.0,inclinado,rural,sim,2020,72.4
RJ,Rio de Janeiro,1.1,4.8,9.1,395.3,41943.07,1048.3,434.83,plano,rural,não,2020,96.5
MG,Montes Claros,0.9,5.0,9.8,987.0,46073.41,1176.0,888.3,plano,residencial,sim,2020,51.9
BA,Feira de Santana,0.88,5.2,6.3,434.6,27666.52,786.2,382.45,plano,rural,não,2021,72.3
SC,Joinville,0.83,4.4,3.6,891.2,16479.69,380.2,315.53,inclinado,rural,sim,2021,52.2
SP,São José dos Campos,0.85,4.5,3.8,395.2,18663.33,410.4,335.92,inclinado,residencial,sim,2021,55.6
PE,Olinda,0.87,5.3,4.9,867.5,20692.0,623.3,542.25,inclinado,residencial,não,2022,38.2
RJ,Petrópolis,1.1,4.8,2.0,689.1,8488.82,230.4,253.44,plano,residencial,sim,2023,33.5
SC,Florianópolis,0.83,4.4,2.8,830.7,12686.54,295.7,245.41,inclinado,residencial,sim,2021,51.7
DF,Taguatinga,0.92,5.0,2.1,338.2,9176.67,252.0,231.84,inclinado,rural,sim,2023,39.6
SP,Ribeirão Preto,0.85,4.5,9.3,726.5,46140.83,1004.4,617.52,plano,rural,sim,2019,74.7
DF,Brasília,0.92,5.0,3.2,600.1,14188.08,384.0,353.28,inclinado,residencial,não,2019,40.2
MG,Contagem,0.9,5.0,5.1,800.2,24271.08,612.0,550.8,inclinado,residencial,sim,2021,44.1
MG,Juiz de Fora,0.9,5.0,9.8,564.2,46664.94,1176.0,507.78,inclinado,rural,não,2023,91.9
BA,Juazeiro,0.88,5.2,7.6,623.4,34517.04,948.5,548.59,inclinado,residencial,sim,2023,62.9
DF,Planaltina,0.92,5.0,3.1,908.4,13227.64,372.0,342.24,inclinado,rural,não,2020,38.7
GO,Anápolis,0.86,5.1,8.6,954.2,42049.27,1052.6,820.61,plano,rural,não,2021,51.2
GO,Aparecida de Goiânia,0.86,5.1,9.5,976.2,42624.37,1162.8,839.53,inclinado,rural,não,2020,50.8
RJ,Petrópolis,1.1,4.8,6.0,633.9,28376.83,691.2,697.29,plano,rural,sim,2022,40.7
RJ,Petrópolis,1.1,4.8,9.3,436.8,44917.91,1071.4,480.48,plano,rural,não,2019,93.5
DF,Brasília,0.92,5.0,9.2,740.7,43546.03,1104.0,681.44,inclinado,rural,não,2019,63.9
RJ,Nova Friburgo,1.1,4.8,2.7,887.8,12566.5,311.0,342.14,inclinado,residencial,não,2020,36.7
CE,Maracanaú,0.89,5.5,7.3,828.5,31721.19,963.6,737.37,inclinado,rural,sim,2021,43.0
DF,Planaltina,0.92,5.0,6.6,303.1,30344.58,792.0,278.85,inclinado,rural,sim,2019,108.8
RS,Pelotas,0.95,4.3,5.0,621.1,24391.73,516.0,490.2,plano,residencial,não,2021,49.8
MG,Contagem,0.9,5.0,5.8,788.1,24981.39,696.0,626.4,plano,rural,sim,2019,39.9
SC,Florianópolis,0.83,4.4,5.7,393.1,27779.26,601.9,326.27,plano,rural,não,2023,85.1
DF,Taguatinga,0.92,5.0,7.0,443.3,33896.28,840.0,407.84,inclinado,residencial,não,2023,83.1
DF,Brasília,0.92,5.0,4.5,908.2,22114.08,540.0,496.8,inclinado,residencial,sim,2022,44.5
SP,São Paulo,0.85,4.5,9.1,270.6,42921.1,982.8,230.01,plano,residencial,sim,2020,186.6
MG,Contagem,0.9,5.0,4.3,806.2,19526.64,516.0,464.4,plano,rural,não,2020,42.0
SP,Ribeirão Preto,0.85,4.5,5.4,641.3,24250.77,583.2,495.72,plano,residencial,não,2022,48.9
MG,Belo Horizonte,0.9,5.0,3.8,292.9,17324.25,456.0,263.61,inclinado,residencial,sim,2023,65.7
SC,Criciúma,0.83,4.4,3.9,306.4,18974.69,411.8,254.31,inclinado,rural,sim,2021,74.6
MG,Juiz de Fora,0.9,5.0,4.9,411.6,23557.53,588.0,370.44,plano,rural,não,2023,63.6
GO,Anápolis,0.86,5.1,10.0,975.0,46071.84,1224.0,838.5,plano,residencial,não,2023,54.9
MG,Uberlândia,0.9,5.0,6.1,468.3,26727.79,732.0,421.47,inclinado,residencial,sim,2019,63.4
MG,Uberlândia,0.9,5.0,5.7,634.0,24704.03,684.0,570.6,plano,rural,sim,2023,43.3
RS,Caxias do Sul,0.95,4.3,9.9,449.7,48924.88,1021.7,427.21,plano,rural,não,2021,114.5
DF,Taguatinga,0.92,5.0,7.4,448.9,36211.71,888.0,412.99,inclinado,rural,sim,2021,87.7
SP,Santos,0.85,4.5,5.3,933.3,24210.67,572.4,486.54,plano,residencial,sim,2019,49.8
BA,Ilhéus,0.88,5.2,8.8,467.4,43153.99,1098.2,411.31,inclinado,residencial,sim,2020,104.9
RJ,Volta Redonda,1.1,4.8,4.7,993.8,21414.96,541.4,595.58,inclinado,residencial,sim,2022,36.0
DF,Taguatinga,0.92,5.0,9.1,948.8,38458.69,1092.0,872.9,plano,residencial,sim,2020,44.1
RS,Porto Alegre,0.95,4.3,7.5,778.1,32354.72,774.0,735.3,plano,rural,sim,2019,44.0
DF,Brasília,0.92,5.0,7.3,852.8,34726.12,876.0,784.58,plano,rural,sim,2022,44.3
RJ,Petrópolis,1.1,4.8,7.5,506.4,37153.06,864.0,557.04,inclinado,residencial,sim,2023,66.7
RJ,Niterói,1.1,4.8,4.8,982.5,23092.1,553.0,608.26,plano,rural,não,2023,38.0
BA,Juazeiro,0.88,5.2,5.5,831.4,24412.12,686.4,604.03,plano,rural,sim,2021,40.4
RJ,Nova Friburgo,1.1,4.8,9.7,986.0,46411.23,1117.4,1084.6,plano,residencial,não,2020,42.8
PE,Recife,0.87,5.3,7.1,595.8,29941.58,903.1,518.35,plano,residencial,não,2023,57.8
SC,Chapecó,0.83,4.4,9.9,403.6,48100.11,1045.4,334.99,plano,residencial,sim,2021,143.6
MG,Montes Claros,0.9,5.0,8.0,262.5,38328.36,960.0,236.25,inclinado,rural,não,2019,162.2
SP,São José dos Campos,0.85,4.5,5.9,973.1,26996.8,637.2,541.62,inclinado,residencial,não,2023,49.8
SC,Joinville,0.83,4.4,2.1,793.4,9960.99,221.8,184.06,inclinado,residencial,não,2021,54.1
SP,Sorocaba,0.85,4.5,5.5,971.7,26412.42,594.0,504.9,inclinado,rural,não,2021,52.3
SC,Joinville,0.83,4.4,5.6,253.5,25202.04,591.4,210.41,inclinado,rural,não,2022,119.8
SP,Campinas,0.85,4.5,6.1,912.3,29203.4,658.8,559.98,inclinado,residencial,não,2023,52.2
CE,Maracanaú,0.89,5.5,9.2,939.4,45176.73,1214.4,836.07,plano,residencial,não,2021,54.0
GO,Anápolis,0.86,5.1,2.4,573.1,10291.52,293.8,252.63,plano,residencial,não,2021,40.7
MG,Betim,0.9,5.0,6.6,807.3,31847.53,792.0,712.8,inclinado,rural,sim,2020,44.7
PE,Petrolina,0.87,5.3,8.0,406.7,36061.58,1017.6,353.83,inclinado,residencial,não,2019,101.9
DF,Brasília,0.92,5.0,4.1,829.7,19577.36,492.0,452.64,plano,rural,não,2020,43.3
RJ,Volta Redonda,1.1,4.8,9.9,646.4,43998.6,1140.5,711.04,plano,residencial,não,2023,61.9
GO,Rio Verde,0.86,5.1,5.0,525.7,23633.5,612.0,452.1,inclinado,residencial,sim,2021,52.3
PE,Olinda,0.87,5.3,7.0,773.1,33906.29,890.4,672.6,plano,residencial,sim,2020,50.4
GO,Aparecida de Goiânia,0.86,5.1,3.2,634.9,14941.96,391.7,336.84,plano,rural,não,2022,44.4
RJ,Campos dos Goytacazes,1.1,4.8,7.6,677.3,37912.03,875.5,745.03,plano,residencial,sim,2021,50.9
BA,Camaçari,0.88,5.2,2.6,993.7,12948.47,324.5,285.54,plano,residencial,não,2020,45.3
RS,Santa Maria,0.95,4.3,3.3,945.6,16168.03,340.6,323.53,inclinado,residencial,sim,2019,50.0
SC,Joinville,0.83,4.4,3.7,846.8,15544.87,390.7,324.3,inclinado,rural,sim,2021,47.9
DF,Ceilândia,0.92,5.0,8.3,515.0,39503.98,996.0,473.8,plano,rural,sim,2023,83.4
CE,Sobral,0.89,5.5,4.3,336.1,19728.42,567.6,299.13,plano,residencial,não,2021,66.0
PE,Caruaru,0.87,5.3,9.6,527.2,47278.87,1221.1,458.66,plano,residencial,sim,2021,103.1
GO,Aparecida de Goiânia,0.86,5.1,9.2,957.8,42179.73,1126.1,823.71,inclinado,rural,sim,2020,51.2
SC,Chapecó,0.83,4.4,6.2,962.1,30360.74,654.7,543.42,plano,residencial,sim,2022,55.9
SC,Blumenau,0.83,4.4,7.7,472.3,34296.37,813.1,392.01,plano,rural,sim,2019,87.5
PE,Recife,0.87,5.3,6.8,927.9,30008.89,865.0,752.52,inclinado,residencial,não,2021,39.9
GO,Anápolis,0.86,5.1,7.2,554.9,31626.26,881.3,477.21,plano,residencial,não,2020,66.3
RJ,Campos dos Goytacazes,1.1,4.8,8.1,384.3,39497.06,933.1,422.73,plano,residencial,não,2021,93.4
RS,Santa Maria,0.95,4.3,9.9,999.9,41901.48,1021.7,949.9,inclinado,residencial,não,2020,44.1
SP,Santos,0.85,4.5,4.1,978.2,20434.8,442.8,376.38,plano,rural,não,2023,54.3
PE,Olinda,0.87,5.3,8.2,898.3,37851.96,1043.0,781.52,plano,residencial,não,2023,48.4
BA,Vitória da Conquista,0.88,5.2,7.1,480.3,32807.27,886.1,422.66,inclinado,residencial,não,2020,77.6
DF,Ceilândia,0.92,5.0,5.6,619.3,27502.47,672.0,569.76,plano,rural,sim,2021,48.3
RJ,Rio de Janeiro,1.1,4.8,9.2,823.2,45839.08,1059.8,905.52,plano,residencial,sim,2022,50.6
BA,Juazeiro,0.88,5.2,4.4,505.9,18958.13,549.1,445.19,plano,rural,não,2021,42.6
MG,Montes Claros,0.9,5.0,3.1,658.6,13437.6,372.0,334.8,plano,rural,não,2021,40.1
SC,Chapecó,0.83,4.4,7.8,405.6,36973.94,823.7,336.65,plano,rural,sim,2022,109.8
PE,Recife,0.87,5.3,3.6,538.6,17704.83,457.9,398.39,inclinado,residencial,sim,2023,44.4
BA,Juazeiro,0.88,5.2,10.0,286.8,44837.75,1248.0,252.38,inclinado,residencial,sim,2023,177.7
RJ,Rio de Janeiro,1.1,4.8,5.7,819.6,28276.36,656.6,722.3,inclinado,residencial,não,2021,39.1
CE,Fortaleza,0.89,5.5,3.8,418.7,18871.48,501.6,372.64,inclinado,residencial,não,2023,50.6
RJ,Petrópolis,1.1,4.8,2.3,932.3,9854.46,265.0,291.46,plano,rural,não,2020,33.8
PE,Recife,0.87,5.3,7.2,644.0,32205.89,915.8,560.28,inclinado,residencial,sim,2022,57.5
MG,Montes Claros,0.9,5.0,9.3,925.0,42066.69,1116.0,832.5,inclinado,rural,sim,2020,50.5
GO,Goiânia,0.86,5.1,2.8,978.3,13848.98,342.7,294.74,plano,residencial,sim,2020,47.0
PE,Olinda,0.87,5.3,3.9,991.6,16653.41,496.1,431.59,inclinado,rural,não,2019,38.6
SC,Blumenau,0.83,4.4,5.8,736.2,26734.72,612.5,508.36,inclinado,residencial,sim,2021,52.6
GO,Aparecida de Goiânia,0.86,5.1,4.4,424.2,18842.68,538.6,364.81,plano,residencial,não,2023,51.7
PE,Caruaru,0.87,5.3,2.5,673.2,12473.31,318.0,276.66,plano,rural,não,2020,45.1
BA,Vitória da Conquista,0.88,5.2,7.0,263.5,33636.45,873.6,231.88,inclinado,rural,sim,2020,145.1
GO,Anápolis,0.86,5.1,8.3,945.3,40871.54,1015.9,812.96,inclinado,rural,não,2020,50.3
PE,Petrolina,0.87,5.3,3.5,406.4,15043.18,445.2,353.57,inclinado,residencial,não,2019,42.5
PE,Caruaru,0.87,5.3,3.4,645.1,14482.76,432.5,376.26,plano,rural,sim,2019,38.5
SC,Blumenau,0.83,4.4,9.2,811.3,40790.45,971.5,673.38,inclinado,rural,não,2022,60.6
PE,Petrolina,0.87,5.3,5.9,671.9,28212.13,750.5,584.55,inclinado,rural,sim,2023,48.3
GO,Anápolis,0.86,5.1,7.7,982.0,36308.32,942.5,810.53,inclinado,rural,sim,2023,44.8
PE,Caruaru,0.87,5.3,9.9,663.5,46985.59,1259.3,577.25,inclinado,rural,sim,2021,81.4
PE,Petrolina,0.87,5.3,2.2,867.4,10779.24,279.8,243.46,plano,residencial,não,2019,44.3
PE,Caruaru,0.87,5.3,9.2,979.8,41899.31,1170.2,852.43,plano,rural,não,2020,49.2
RJ,Campos dos Goytacazes,1.1,4.8,3.2,810.4,14222.66,368.6,405.5,plano,residencial,sim,2020,35.1
GO,Rio Verde,0.86,5.1,3.6,980.9,16270.48,440.6,378.95,inclinado,residencial,não,2020,42.9
